prop_name,monthly_rent,location,property_type,rooms,parking,bathroom,size(sq.ft.),furnished,region,near_KTM-LRT,minimart availability,security availability
Wangsa 9 Residency,2500,Wangsa Maju,Condominium,2,2,2,1033,1,Kuala Lumpur,1,1,1
Majestic Maxim,900,Cheras,Service Residence,3,1,2,820,1,Kuala Lumpur,1,1,1
The Holmes 2,2000,Cheras,Condominium,3,2,2,950,1,Kuala Lumpur,1,0,1
The Mark,1500,Cheras,Condominium,1,2,1,618,2,Kuala Lumpur,0,0,1
Puncak Banyan,1300,Cheras,Condominium,3,1,2,850,2,Kuala Lumpur,1,1,1
M Vertica,650,Cheras,Condominium,1,2,2,300,2,Kuala Lumpur,1,1,1
Lavile,2700,Cheras,Service Residence,3,1,2,860,2,Kuala Lumpur,1,1,1
The Hipster @ Taman Desa,1700,Taman Desa,Condominium,3,2,2,921,1,Kuala Lumpur,1,1,1
D'Sands Residence,2500,Old Klang Road,Condominium,2,1,2,850,2,Kuala Lumpur,1,0,1
Casa Magna,1200,Kepong,Apartment,3,1,2,1023,2,Kuala Lumpur,1,0,1
VIM 3 @ Desa Park North,1150,Kepong,Service Residence,2,1,1,460,1,Kuala Lumpur,1,0,1
Aman Satu,800,Kepong,Apartment,3,1,2,850,1,Kuala Lumpur,1,0,1
OUG Parklane,1400,OUG,Service Residence,3,1,2,950,1,Kuala Lumpur,1,1,1
The Leafz,2900,Sungai Besi,Service Residence,2,2,2,1317,2,Kuala Lumpur,1,1,1
The Leafz,1900,Sungai Besi,Service Residence,2,2,2,1025,1,Kuala Lumpur,1,1,1
The Leafz,2000,Sungai Besi,Service Residence,2,2,2,1025,2,Kuala Lumpur,1,1,1
The Hamstead,1500,Cheras,Condominium,3,2,2,947,1,Kuala Lumpur,1,1,1
The Hamstead,1250,Cheras,Condominium,3,2,2,947,1,Kuala Lumpur,1,1,1
1 Petaling,1500,Sungai Besi,Condominium,3,2,2,1082,2,Kuala Lumpur,0,0,1
The Hamstead,1550,Cheras,Condominium,3,2,2,947,1,Kuala Lumpur,1,1,1
Trinity Aquata,2000,Sungai Besi,Condominium,3,2,2,839,2,Kuala Lumpur,0,1,1
The Herz,2300,Kepong,Condominium,3,2,3,1216,2,Kuala Lumpur,1,1,1
MH Platinum Residency,1600,Setapak,Apartment,3,1,1,719,2,Kuala Lumpur,0,1,1
United Point Residence @ North Kiara,1750,Kepong,Service Residence,3,2,2,958,0,Kuala Lumpur,1,1,1
Saville,2400,Taman Melawati,Service Residence,4,2,3,1253,2,Kuala Lumpur,0,0,1
OUG Parklane,1199,OUG,Service Residence,3,1,2,950,1,Kuala Lumpur,1,1,1
Angkasa Condominiums,1700,Cheras,Condominium,3,1,2,920,2,Kuala Lumpur,0,1,1
PPA1M Bukit Jalil,1300,Bukit Jalil,Apartment,3,1,2,1200,0,Kuala Lumpur,1,0,1
Residensi Razakmas 2,1200,Cheras,Apartment,3,1,2,800,0,Kuala Lumpur,0,0,1
The Havre @ Bukit Jalil,2100,Bukit Jalil,Condominium,4,2,3,1023,2,Kuala Lumpur,1,1,1
The Havre @ Bukit Jalil,2200,Bukit Jalil,Condominium,3,2,3,1023,2,Kuala Lumpur,1,1,1
Kita Impian,700,Bukit Jalil,Apartment,3,1,2,902,0,Kuala Lumpur,0,0,1
Seri Gembira Apartment,950,Jalan Ipoh,Apartment,3,1,2,1000,1,Kuala Lumpur,1,1,1
M Suites,1800,Ampang Hilir,Service Residence,1,1,1,758,2,Kuala Lumpur,1,1,1
Perdana Villa Deluxe,1300,Cheras,Apartment,3,1,2,806,1,Kuala Lumpur,0,0,1
Waldorf Tower,2800,Sri Hartamas,Service Residence,3,1,3,1000,2,Kuala Lumpur,0,0,1
Perdana Villa Deluxe,1000,Cheras,Apartment,3,1,2,850,1,Kuala Lumpur,1,0,1
Pertiwi Indah,1600,Cheras,Condominium,3,1,2,1100,2,Kuala Lumpur,1,1,1
Perumahan Penjawat Awam 1 Malaysia (PPA1M) Bukit Jalil,1300,Bukit Jalil,Apartment,3,1,2,1200,1,Kuala Lumpur,1,1,1
Fortune Perdana Lakeside,2500,Kepong,Service Residence,3,2,2,1292,2,Kuala Lumpur,1,0,1
Medan Putra Condominium,1500,Bandar Menjalara,Condominium,3,1,2,915,2,Kuala Lumpur,0,0,1
Seri Cendekia,1280,Cheras,Condominium,3,1,2,960,2,Kuala Lumpur,1,0,1
Residensi Alam Damai (PR1MA @ Alam Damai),1400,Cheras,Apartment,3,2,2,955,1,Kuala Lumpur,0,1,1
Ketumbar Heights,1400,Cheras,Condominium,3,1,2,755,2,Kuala Lumpur,1,1,1
Angkasa Condominiums,1700,Cheras,Condominium,3,1,2,920,2,Kuala Lumpur,1,1,1
M City,1800,KL City,Service Residence,1,1,1,900,2,Kuala Lumpur,1,1,1
One Maxim,1400,Sentul,Service Residence,3,1,2,900,1,Kuala Lumpur,0,0,1
Putra Ria Apartment,1800,Bangsar,Apartment,3,1,1,650,0,Kuala Lumpur,1,0,1
Platinum OUG Residence,1550,Kuchai Lama,Condominium,3,1,2,1250,2,Kuala Lumpur,1,0,1
Platinum OUG,1000,Taman Desa,Apartment,3,1,2,1200,0,Kuala Lumpur,1,1,1
Idaman Residence @ KLCC,3000,KLCC,Condominium,2,1,3,1591,2,Kuala Lumpur,1,0,1
Royal Regent (Sri Putramas 3),2200,Jalan Kuching,Condominium,3,1,2,1470,1,Kuala Lumpur,0,1,1
Sri Suajaya Condominiums,1300,Sentul,Condominium,3,1,2,970,0,Kuala Lumpur,1,1,1
Royal Regent (Sri Putramas 3),1800,Jalan Kuching,Condominium,3,1,2,1015,1,Kuala Lumpur,0,0,1
KL Traders Square Residences,1800,Gombak,Service Residence,4,1,2,942,1,Kuala Lumpur,0,1,1
Puncak Banyan,1300,Cheras,Condominium,3,1,2,850,2,Kuala Lumpur,0,1,1
Residensi Rampai II,1500,Setapak,Apartment,4,2,2,1000,1,Kuala Lumpur,1,1,1
Le Chateau,1300,Seputeh,Condominium,2,1,2,970,2,Kuala Lumpur,0,0,1
Aman Puri,800,Kepong,Apartment,3,1,2,907,0,Kuala Lumpur,0,0,1
Ascenda Residences @ SkyArena Setapak,1550,Setapak,Condominium,3,2,2,1200,1,Kuala Lumpur,0,0,1
Apartment Sri Kayangan,950,Ampang,Apartment,3,1,2,800,0,Kuala Lumpur,0,0,1
Kepong Sentral Condominium,1100,Kepong,Condominium,3,1,2,932,0,Kuala Lumpur,1,1,1
Majestic Maxim,900,Cheras,Service Residence,3,1,2,820,1,Kuala Lumpur,1,1,1
Suria Jelatek Residence,2000,Ampang Hilir,Condominium,3,1,2,1100,2,Kuala Lumpur,1,1,1
Sky Awani Residensi,1550,Sentul,Condominium,3,1,2,800,1,Kuala Lumpur,0,1,1
OHako,1500,Puchong,Service Residence,3,1,2,1009,1,Kuala Lumpur,0,1,1
Bangsar Trade Centre,1900,Bangsar,Condominium,1,1,1,567,2,Kuala Lumpur,1,1,1
Ascenda Residences @ SkyArena Setapak,1550,Setapak,Condominium,3,2,2,1200,1,Kuala Lumpur,0,0,1
Sri Rakyat Apartment,1100,Bukit Jalil,Apartment,3,1,1,668,1,Kuala Lumpur,1,1,1
Maxim Residences,1400,Cheras,Service Residence,2,1,2,885,1,Kuala Lumpur,1,1,1
"Sky Awani Residensi, Sentul",1400,Sentul,Condominium,3,1,2,800,1,Kuala Lumpur,0,1,1
Pangsapuri Mawar (Sentul),1300,Sentul,Condominium,3,1,2,1001,0,Kuala Lumpur,1,1,1
Sri Suajaya Condominiums,1400,Sentul,Condominium,3,2,2,1500,1,Kuala Lumpur,1,1,1
Prisma Cheras,1000,Cheras,Condominium,1,1,1,717,1,Kuala Lumpur,0,0,1
Sentul Point Suite Apartment,1800,Sentul,Apartment,3,1,2,853,2,Kuala Lumpur,0,1,1
10 Stonor,3200,KL City,Service Residence,2,1,2,801,2,Kuala Lumpur,1,0,1
Secoya Residences,4000,Pantai,Condominium,3,2,3,1360,2,Kuala Lumpur,0,0,1
Platinum Splendor Residensi Semarak,2000,Keramat,Condominium,3,2,2,926,1,Kuala Lumpur,0,1,1
Bayu Andaman,1399,Sentul,Apartment,3,1,2,1001,1,Kuala Lumpur,0,1,1
Sri Rakyat Apartment,1100,Bukit Jalil,Apartment,3,1,2,670,1,Kuala Lumpur,1,1,0
The Hamstead,1399,Cheras,Condominium,3,2,2,947,1,Kuala Lumpur,1,0,1
The Goodwood Residence,4400,Bangsar South,Service Residence,4,2,3,1184,2,Kuala Lumpur,1,0,1
Mirage Residence,3200,KL City,Condominium,2,1,2,1277,2,Kuala Lumpur,1,0,1
Platinum Splendor Residensi Semarak,2000,Keramat,Condominium,3,2,2,926,1,Kuala Lumpur,0,1,1
Star Residences,4000,KLCC,Service Residence,2,1,1,721,2,Kuala Lumpur,1,1,1
Eco Sky,1900,Jalan Ipoh,Service Residence,2,1,2,936,2,Kuala Lumpur,1,1,1
Paraiso @ The Earth Bukit Jalil,3000,Bukit Jalil,Condominium,3,2,2,1226,2,Kuala Lumpur,1,0,1
GCB Court,2000,Ampang,Condominium,2,1,2,1145,1,Kuala Lumpur,0,0,1
Platinum Splendor Residensi Semarak,1700,Keramat,Condominium,3,2,2,926,1,Kuala Lumpur,1,1,1
The Mark,2000,Cheras,Service Residence,2,2,2,833,2,Kuala Lumpur,1,1,1
MidFields Sungai Besi,1800,Taman Desa,Condominium,3,2,2,1042,2,Kuala Lumpur,1,1,1
Pertiwi Indah,1700,Cheras,Condominium,3,1,2,1285,2,Kuala Lumpur,1,1,1
Sentul Point Suite Apartment,1800,Sentul,Service Residence,3,1,2,876,1,Kuala Lumpur,1,1,1
Midfields,1800,Sungai Besi,Condominium,3,2,2,1042,2,Kuala Lumpur,1,1,1
Ketumbar Hill,1500,Cheras,Condominium,3,2,2,1200,1,Kuala Lumpur,0,1,1
The Mark,1500,Cheras,Service Residence,1,2,1,618,2,Kuala Lumpur,1,1,1
The Park Sky Residence @ Bukit Jalil City,2500,Bukit Jalil,Service Residence,3,2,2,1039,2,Kuala Lumpur,0,0,1
Maxim Citilights,1500,Sentul,Service Residence,3,2,2,1095,1,Kuala Lumpur,0,1,1
Platinum OUG Residence,1500,Kuchai Lama,Condominium,3,1,2,1200,1,Kuala Lumpur,1,0,1
GCB Court,1800,Ampang,Condominium,2,1,2,1145,1,Kuala Lumpur,0,0,1
Platinum Splendor Residensi Semarak,1203,Cheras,Condominium,3,1,2,927,0,Kuala Lumpur,0,0,1
Platinum Splendor Residensi Semarak,1205,Cheras,Condominium,3,1,2,926,0,Kuala Lumpur,0,0,1
Sentul Point Suite Apartment,2000,Sentul,Apartment,3,1,2,876,2,Kuala Lumpur,0,1,1
The Herz,2300,Kepong,Apartment,3,2,2,1216,2,Kuala Lumpur,0,1,1
Suasana Lumayan,1600,Cheras,Condominium,3,1,2,1142,1,Kuala Lumpur,1,1,1
Rica Residence Sentul,1700,Sentul,Condominium,2,2,2,900,1,Kuala Lumpur,0,1,1
Jasmin,1198,Setapak,Apartment,3,1,2,700,1,Kuala Lumpur,1,1,1
M Vertica,1800,Cheras,Condominium,3,2,2,850,1,Kuala Lumpur,1,0,1
The Hipster @ Taman Desa,1550,Taman Desa,Condominium,3,2,2,921,1,Kuala Lumpur,0,1,1
The Hipster @ Taman Desa,1800,Taman Desa,Condominium,3,2,2,950,1,Kuala Lumpur,1,1,1
Ketumbar Heights,1400,Cheras,Condominium,3,1,2,900,2,Kuala Lumpur,0,1,1
Aman Satu,950,Kepong,Apartment,3,1,2,837,1,Kuala Lumpur,0,0,1
Majestic Maxim,1300,Cheras,Service Residence,2,1,2,650,1,Kuala Lumpur,1,0,1
Platinum OUG Residence,1300,Kuchai Lama,Condominium,3,1,2,1100,1,Kuala Lumpur,1,1,1
The Leafz,2200,Sungai Besi,Service Residence,2,2,2,1025,2,Kuala Lumpur,0,1,1
Eco Sky,2400,Jalan Ipoh,Service Residence,3,2,2,1100,2,Kuala Lumpur,1,0,1
Residensi Suria Pantai,1500,Pantai,Service Residence,3,1,2,810,1,Kuala Lumpur,1,1,1
Platinum Lake PV 20,1700,Setapak,Condominium,3,1,2,1473,1,Kuala Lumpur,0,0,1
Anjali @ North Kiara,3399,Segambut,Condominium,3,2,2,1319,2,Kuala Lumpur,0,0,1
One Maxim,1700,Sentul,Service Residence,3,1,2,819,2,Kuala Lumpur,1,1,1
One Maxim,1400,Sentul,Service Residence,2,1,2,650,1,Kuala Lumpur,1,1,1
Platinum Lake PV 21,1300,Setapak,Service Residence,2,1,2,900,1,Kuala Lumpur,0,1,1
Canopy hills,601,Bukit Jalil,Condominium,2,2,1,590,0,Kuala Lumpur,0,1,1
Residensi Desa Satumas,1500,Taman Desa,Condominium,3,1,2,850,1,Kuala Lumpur,0,0,1
Apartment Sentul,1500,Sentul,Apartment,3,2,2,850,1,Kuala Lumpur,1,1,1
Sentul Point Suite Apartment,1800,Sentul,Apartment,3,1,2,876,1,Kuala Lumpur,0,1,1
Angkasa Condominiums,1700,Cheras,Condominium,3,1,2,920,2,Kuala Lumpur,0,1,1
Canopy hills,603,Cheras,Condominium,2,2,1,592,0,Kuala Lumpur,0,1,1
Danau Impian,1700,Taman Desa,Condominium,3,1,2,938,2,Kuala Lumpur,0,1,1
Sky Awani 3. Setapak,1400,Setapak,Condominium,3,2,2,800,1,Kuala Lumpur,0,1,1
Ativo Suites @ Damansara Avenue,2200,Sri Damansara,Service Residence,1,1,1,499,2,Kuala Lumpur,0,0,1
Desa Pandan Baiduri Block G Apartment,1300,KLCC,Apartment,3,1,2,930,1,Kuala Lumpur,0,0,1
Residensi Pandanmas 1,1300,Desa Pandan,Apartment,3,1,2,900,1,Kuala Lumpur,1,1,1
Cengal Condominium,1400,Cheras,Condominium,3,1,2,926,1,Kuala Lumpur,1,0,1
Villa Crystal,2800,Segambut,Condominium,4,3,3,1614,1,Kuala Lumpur,1,0,1
Setapak Green,2300,Setapak,Condominium,4,2,3,1362,2,Kuala Lumpur,0,1,1
Bayu Tasik 1,1400,Cheras,Condominium,3,1,2,926,1,Kuala Lumpur,1,1,1
OBD Garden Tower,2800,Taman Desa,Condominium,3,1,2,1369,2,Kuala Lumpur,1,1,1
Angkasa Condominiums,1600,Cheras,Condominium,3,1,2,920,2,Kuala Lumpur,1,1,1
Kenari Court,1200,Ampang,Apartment,3,1,2,850,0,Kuala Lumpur,1,0,1
Angkupuri,2500,Mont Kiara,Condominium,3,1,2,1250,2,Kuala Lumpur,0,1,1
Trinity Aquata,2200,Sungai Besi,Condominium,3,2,2,850,2,Kuala Lumpur,1,0,1
Angkupuri,2500,Mont Kiara,Condominium,3,1,2,1250,2,Kuala Lumpur,0,1,1
Bam Villa,1700,Cheras,Condominium,3,1,2,1120,2,Kuala Lumpur,1,0,1
Mont Kiara Pines,2700,Mont Kiara,Apartment,3,1,2,1300,2,Kuala Lumpur,1,0,1
Danau Idaman,1700,Taman Desa,Condominium,3,1,2,950,2,Kuala Lumpur,0,1,1
Queensville,1600,Cheras,Condominium,1,2,1,526,2,Kuala Lumpur,0,0,1
Ketumbar Heights,1400,Cheras,Condominium,3,1,2,755,2,Kuala Lumpur,0,0,1
Prisma Perdana,1250,Cheras,Condominium,3,1,2,817,2,Kuala Lumpur,1,0,1
Bayu Tasik 2,1600,Cheras,Condominium,3,1,2,960,2,Kuala Lumpur,0,0,1
Lanai Residences,1800,Bukit Jalil,Condominium,3,1,2,800,2,Kuala Lumpur,1,0,0
G Residence @ Desa Pandan,3200,Desa Pandan,Service Residence,3,2,2,1350,2,Kuala Lumpur,1,0,1
East Parc @ Menjalara,1800,Bandar Menjalara,Service Residence,1,1,1,600,2,Kuala Lumpur,0,0,1
Midah Ria,1200,Cheras,Condominium,3,1,2,966,1,Kuala Lumpur,0,1,1
The Elements,2500,Ampang,Service Residence,2,1,2,950,2,Kuala Lumpur,0,0,1
Queensville,1600,Cheras,Condominium,1,2,1,526,2,Kuala Lumpur,1,0,1
Platinum Lake PV 21,1200,Setapak,Service Residence,2,1,2,900,0,Kuala Lumpur,0,1,1
Royal Regent (Sri Putramas 3),1700,Jalan Kuching,Condominium,2,1,2,870,1,Kuala Lumpur,0,1,1
Putra Villa,1600,Setapak,Condominium,3,1,2,1200,2,Kuala Lumpur,1,1,1
Suasana Lumayan,1600,Cheras,Condominium,3,1,2,1142,1,Kuala Lumpur,1,1,1
Platinum OUG Residence,1800,Kuchai Lama,Condominium,3,1,2,1200,1,Kuala Lumpur,1,0,1
South Link,2200,Bangsar South,Service Residence,2,1,1,495,2,Kuala Lumpur,1,0,1
The Holmes 2,1500,Cheras,Condominium,3,2,2,950,0,Kuala Lumpur,1,1,1
The Herz,2300,Kepong,Condominium,3,2,3,1216,2,Kuala Lumpur,1,0,1
South Link,2700,Bangsar South,Service Residence,3,1,2,890,2,Kuala Lumpur,1,0,1
South Link,2600,Bangsar South,Service Residence,2,1,1,635,2,Kuala Lumpur,1,0,1
Inspirasi Mont Kiara,3500,Mont Kiara,Service Residence,3,2,2,940,2,Kuala Lumpur,0,0,1
Platinum Splendor Residensi Semarak,2300,Keramat,Condominium,4,2,2,1184,2,Kuala Lumpur,0,1,1
Sky Awani Residensi 4,1400,Setapak,Condominium,3,2,2,801,0,Kuala Lumpur,1,1,1
NOVUM,3500,Bangsar South,Service Residence,2,1,2,813,2,Kuala Lumpur,1,0,1
Southlink,2300,Bangsar South,Service Residence,2,1,1,495,2,Kuala Lumpur,1,0,0
Ativo Suites @ Damansara Avenue,2600,Sri Damansara,Service Residence,2,2,1,751,2,Kuala Lumpur,0,1,1
Platinum OUG,1000,Bukit Jalil,Condominium,3,1,2,1200,0,Kuala Lumpur,1,0,1
Royal Domain Sri Putramas 2,1800,Jalan Kuching,Service Residence,3,1,2,1300,1,Kuala Lumpur,0,1,1
De Tropicana,1350,Kuchai Lama,Condominium,3,1,2,980,1,Kuala Lumpur,1,1,1
Canopy hills,600,Serdang,Condominium,2,1,1,591,0,Kuala Lumpur,0,0,1
De Tropicana,1200,Kuchai Lama,Condominium,3,1,2,980,1,Kuala Lumpur,1,1,1
Pangsapuri Sri Malaysia,750,Bandar Tasik Selatan,Apartment,3,1,2,660,0,Kuala Lumpur,1,0,1
Residensi Jalilmas,1200,Bukit Jalil,Apartment,3,1,2,900,1,Kuala Lumpur,0,1,1
Amanja Condo,1700,Kepong,Condominium,3,2,2,1000,1,Kuala Lumpur,0,0,1
M City,2000,KL City,Service Residence,1,1,2,910,2,Kuala Lumpur,0,1,1
Residensi KepongMas,999,Kepong,Condominium,3,1,2,800,1,Kuala Lumpur,1,0,1
"Fera Residence @ The Quartz, Wangsa Maju",2000,Wangsa Maju,Service Residence,3,2,2,827,1,Kuala Lumpur,1,0,1
D'Alamanda,1600,Cheras,Service Residence,2,1,2,916,2,Kuala Lumpur,1,1,1
Residensi Gembira 737,1600,Old Klang Road,Condominium,3,1,2,850,1,Kuala Lumpur,0,1,1
"Mutiara Apartment, Old Klang Road",1000,Pantai,Apartment,3,1,2,750,0,Kuala Lumpur,1,1,1
Hijau Ria Kepong Indah,1350,Kepong,Condominium,3,1,2,900,1,Kuala Lumpur,0,0,1
South View,2800,Bangsar South,Service Residence,2,1,2,823,2,Kuala Lumpur,1,0,1
Sky Awani Residensi,2000,Sentul,Condominium,3,2,2,800,2,Kuala Lumpur,0,1,1
Section 2,900,Wangsa Maju,Other,2,1,1,600,1,Kuala Lumpur,1,0,0
Mizumi Residences,2500,Kepong,Service Residence,4,2,3,1027,2,Kuala Lumpur,1,1,1
Seasons Garden Residences @ Wangsa Maju,1499,Wangsa Maju,Service Residence,3,1,2,850,1,Kuala Lumpur,1,0,1
Kenari Court,1000,Ampang,Apartment,3,1,2,900,0,Kuala Lumpur,1,0,1
"Fera Residence @ The Quartz, Wangsa Maju",1499,Wangsa Maju,Service Residence,3,1,2,816,1,Kuala Lumpur,1,0,0
Tong Weng Mansion,1800,Brickfields,Apartment,3,1,2,1300,0,Kuala Lumpur,1,0,0
Menara Alpha,1000,Wangsa Maju,Condominium,2,1,1,700,0,Kuala Lumpur,1,1,1
Desa Villas,2500,Wangsa Maju,Condominium,4,1,2,1784,2,Kuala Lumpur,1,0,1
Saville,2200,Taman Melawati,Service Residence,3,1,2,1007,2,Kuala Lumpur,0,1,1
Canopy hills,604,Pandan Indah,Condominium,2,2,1,590,0,Kuala Lumpur,0,1,1
The Era,3300,Segambut,Service Residence,3,2,3,1302,1,Kuala Lumpur,1,1,1
Axis Residence,1600,Ampang,Service Residence,3,1,2,1041,1,Kuala Lumpur,1,1,1
Bam Villa,1300,Cheras,Condominium,3,1,2,1100,2,Kuala Lumpur,1,0,1
"J.Dupion, Cheras",2500,Cheras,Condominium,3,2,2,1200,2,Kuala Lumpur,1,1,1
Desa Cindaimas,1600,Old Klang Road,Condominium,3,2,2,1385,2,Kuala Lumpur,1,0,0
Ixora Apartments,1500,Pudu,Apartment,3,1,2,980,1,Kuala Lumpur,0,1,1
aston kiara 3 mont kiara,2500,Mont Kiara,Condominium,4,2,3,1518,2,Kuala Lumpur,1,1,1
Platinum Splendor Residensi Semarak,2300,Keramat,Condominium,4,2,2,1184,2,Kuala Lumpur,0,1,1
Platinum Lake PV 21,1400,Setapak,Service Residence,2,2,2,900,1,Kuala Lumpur,1,1,1
Savio Riana Dutamas Residence,2000,Segambut,Service Residence,2,2,2,903,1,Kuala Lumpur,1,1,1
Brunsfield EmbassyView,4200,Cheras,Condominium,4,2,3,1838,1,Kuala Lumpur,1,0,1
Brunsfield EmbassyView,5200,Cheras,Condominium,4,2,4,1933,2,Kuala Lumpur,1,0,1
Canopy hills,602,Serdang,Condominium,2,1,1,590,0,Kuala Lumpur,0,0,1
Lexa Residence @ The Quartz WM,1800,Wangsa Maju,Service Residence,3,1,2,850,1,Kuala Lumpur,1,0,1
Suasana Lumayan,1600,Cheras,Condominium,3,1,2,1142,1,Kuala Lumpur,1,1,1
Pandan Jaya Apartment,1190,Pandan Jaya,Apartment,3,1,1,800,1,Kuala Lumpur,1,0,1
Rampai Court,1000,Wangsa Maju,Apartment,2,1,1,600,0,Kuala Lumpur,0,0,1
Setia SKY Residences,3000,KLCC,Condominium,3,1,3,1050,2,Kuala Lumpur,1,1,1
Residensi Tasikmas,1100,Cheras,Apartment,3,1,2,805,1,Kuala Lumpur,1,0,1
Vista Komanwel,1200,Bukit Jalil,Condominium,3,1,2,1224,1,Kuala Lumpur,0,1,1
Service Suites @ Pavilion Embassy,4700,Keramat,Service Residence,3,2,3,1211,2,Kuala Lumpur,1,0,1
Taman Bukit Segar,700,Cheras,Apartment,3,1,2,700,0,Kuala Lumpur,1,0,0
Vista Perdana (Ampang),1350,Ampang,Condominium,3,1,2,1050,1,Kuala Lumpur,0,0,1
SAVILLE @ THE PARK Bangsar,2700,Bangsar South,Condominium,3,2,2,1019,2,Kuala Lumpur,1,1,1
M Vertica,2500,Cheras,Condominium,3,2,2,850,2,Kuala Lumpur,1,1,1
Sri Pelangi (Jalan Genting Kelang),1200,Setapak,Condominium,3,2,2,900,0,Kuala Lumpur,0,0,1
TR Residence,3500,Titiwangsa,Service Residence,3,1,2,753,2,Kuala Lumpur,0,0,1
Mas Kipark Damansara,1000,Kepong,Apartment,3,1,2,850,1,Kuala Lumpur,0,1,1
Queensville,1450,Cheras,Condominium,1,2,1,600,2,Kuala Lumpur,1,1,1
The Leafz,2100,Sungai Besi,Service Residence,2,2,2,1025,2,Kuala Lumpur,0,0,1
Danau Impian,1500,Taman Desa,Condominium,3,1,2,1000,2,Kuala Lumpur,1,1,1
Scenaria @ North Kiara Hills,2300,Segambut,Condominium,4,2,3,1262,2,Kuala Lumpur,1,1,1
Residensi Rampai II,1600,Setapak,Apartment,4,2,2,1000,0,Kuala Lumpur,1,1,1
Residensi Rimbunan Petaling,1300,Sri Petaling,Apartment,3,1,2,829,1,Kuala Lumpur,1,1,1
The Orion,1750,City Centre,Condominium,1,1,1,510,2,Kuala Lumpur,1,0,1
Platinum Lake PV 21,1700,Setapak,Service Residence,3,1,2,1040,0,Kuala Lumpur,0,1,1
Putra Villa,1700,Setapak,Condominium,3,1,2,1100,2,Kuala Lumpur,1,1,1
The Hipster @ Taman Desa,1700,Taman Desa,Condominium,3,2,2,925,1,Kuala Lumpur,1,1,1
Nadia,2100,Desa ParkCity,Condominium,1,1,1,635,2,Kuala Lumpur,0,0,1
The Address @ Taman Desa,3300,Taman Desa,Condominium,4,2,3,1116,2,Kuala Lumpur,1,1,1
Residensi Desa Satumas,1500,Taman Desa,Condominium,3,1,2,800,2,Kuala Lumpur,0,0,1
Residensi Rampai,1600,Setapak,Condominium,4,2,2,1006,0,Kuala Lumpur,0,1,1
Desa Green,1750,Taman Desa,Service Residence,2,1,1,605,2,Kuala Lumpur,0,0,0
Desa Green,1800,Taman Desa,Service Residence,2,1,1,605,2,Kuala Lumpur,0,0,0
KL Traders Square Residences,2000,Gombak,Service Residence,4,2,2,940,2,Kuala Lumpur,1,1,1
Angkasa Condominiums,1650,Cheras,Condominium,3,1,2,900,2,Kuala Lumpur,0,1,1
Sentul Point Suite Apartment,2000,Sentul,Apartment,3,1,2,876,2,Kuala Lumpur,1,1,1
Inwood Residences @ Pantai Sentral Park,2400,Pantai,Condominium,3,2,2,1235,2,Kuala Lumpur,1,0,1
Seri Mas (Cheras),1280,Cheras,Condominium,3,1,2,865,0,Kuala Lumpur,1,0,1
M Suites,2380,Ampang Hilir,Service Residence,2,2,2,970,2,Kuala Lumpur,0,0,0
One Maxim,1380,Sentul,Service Residence,3,1,2,900,1,Kuala Lumpur,0,1,1
The Reach @ Titiwangsa,2600,Setapak,Condominium,4,2,3,1580,2,Kuala Lumpur,0,1,1
Central Residence @ Sg Besi,1200,Sungai Besi,Apartment,2,2,1,565,1,Kuala Lumpur,1,0,1
Spring Avenue @ Kuchai Lama,1550,Pantai,Service Residence,3,2,2,986,1,Kuala Lumpur,1,1,1
Puncak Banyan,1350,Cheras,Condominium,3,1,2,810,2,Kuala Lumpur,0,1,1
Platinum Splendor Residensi Semarak,1350,Keramat,Condominium,3,1,2,900,1,Kuala Lumpur,1,1,1
28 Boulevard,2200,Pandan Perdana,Apartment,2,2,2,775,2,Kuala Lumpur,0,1,1
Corinthian Condominium,3300,KLCC,Condominium,3,1,2,1500,2,Kuala Lumpur,0,0,1
Endah Regal,1600,Sri Petaling,Condominium,3,1,2,1141,2,Kuala Lumpur,0,0,1
Residency V,1800,Old Klang Road,Service Residence,2,1,2,645,2,Kuala Lumpur,0,0,1
Mont Kiara Pines,2800,Mont Kiara,Apartment,3,1,2,1400,2,Kuala Lumpur,0,1,1
Residensi Vista Wirajaya,1700,Setapak,Apartment,3,1,2,850,1,Kuala Lumpur,1,1,1
D'Nuri Residence @ Desa Petaling,1300,Desa Petaling,Apartment,3,1,2,850,1,Kuala Lumpur,0,0,1
Maxim Residences,2480,Cheras,Service Residence,3,2,2,1050,2,Kuala Lumpur,1,1,1
28 Boulevard,1500,Pandan Perdana,Apartment,1,1,1,450,2,Kuala Lumpur,0,1,1
Ixora Apartment (Kepong),800,Kepong,Apartment,3,1,2,970,0,Kuala Lumpur,0,0,1
Platinum Splendor Residensi Semarak,1450,Keramat,Condominium,3,1,2,800,0,Kuala Lumpur,0,1,1
The Park Sky Residence @ Bukit Jalil City,2600,Bukit Jalil,Service Residence,3,2,2,1061,1,Kuala Lumpur,0,0,1
"SkyAwani 3 Residence, Setapak",1500,Setapak,Condominium,3,1,2,800,2,Kuala Lumpur,0,1,1
The Park Sky Residence @ Bukit Jalil City,2500,Bukit Jalil,Service Residence,3,2,2,1061,1,Kuala Lumpur,0,0,1
Sri Angsana Hilir,1200,Ampang,Condominium,3,1,2,1042,1,Kuala Lumpur,0,1,1
