prop_name,monthly_rent,location,property_type,rooms,parking,bathroom,size(sq.ft.),furnished,region,near_KTM-LRT,minimart availability,security availability
Canopy hills,600,Bukit Jalil,Condominium,2,1,1,590,0,Kuala Lumpur,0,0,1
Faber Ria,1400,Taman Desa,Condominium,2,1,2,910,1,Kuala Lumpur,0,1,1
Residensi Rampai II,1700,Setapak,Apartment,4,2,2,1000,0,Kuala Lumpur,0,0,1
Lakeville Residence,2300,Jalan Ipoh,Condominium,3,2,2,1234,1,Kuala Lumpur,1,1,1
One Maxim,1400,Sentul,Service Residence,3,1,2,820,1,Kuala Lumpur,1,1,1
Sentul Village Mercury Service Apartment,1450,Sentul,Service Residence,3,1,2,1096,0,Kuala Lumpur,1,1,1
Savio Residensi,2000,Segambut,Condominium,2,1,2,852,1,Kuala Lumpur,1,1,1
Lakeville Residence,2000,Jalan Ipoh,Condominium,3,2,2,977,1,Kuala Lumpur,0,0,1
M Centura,1500,Sentul,Service Residence,2,1,1,800,1,Kuala Lumpur,1,1,1
Vista Komanwel A,1600,Bukit Jalil,Condominium,3,2,2,1224,2,Kuala Lumpur,1,1,1
Platinum Splendor Residence,1800,Setapak,Condominium,4,2,2,1184,2,Kuala Lumpur,0,1,1
South View,3100,Bangsar South,Service Residence,3,1,2,990,2,Kuala Lumpur,0,1,1
South View,3100,Bangsar South,Service Residence,3,2,2,1119,2,Kuala Lumpur,0,0,1
Desa Green,1750,Taman Desa,Service Residence,2,1,2,715,2,Kuala Lumpur,0,1,1
M Vertica,2300,Cheras,Condominium,4,2,2,1000,1,Kuala Lumpur,1,0,1
V Residence Suites,3400,Cheras,Service Residence,2,1,2,887,2,Kuala Lumpur,1,1,1
Bukit Segambut,1300,Segambut,Apartment,3,1,2,955,1,Kuala Lumpur,1,1,1
Prisma Cheras,1200,Cheras,Condominium,1,1,1,717,1,Kuala Lumpur,1,1,1
The Henge Kepong,1400,Kepong,Condominium,3,2,2,1100,0,Kuala Lumpur,1,1,1
Irama Wangsa,2500,Wangsa Maju,Condominium,3,2,2,1152,1,Kuala Lumpur,0,0,1
Mizumi Residences,1700,Kepong,Service Residence,4,2,2,932,1,Kuala Lumpur,1,1,1
Fortune Centra Residences,1650,Kepong,Condominium,2,1,2,775,1,Kuala Lumpur,0,1,1
Mizumi Residences,1900,Kepong,Service Residence,4,2,3,1027,1,Kuala Lumpur,1,1,1
Residensi Pandanmas 1,1600,Desa Pandan,Apartment,3,1,2,900,2,Kuala Lumpur,0,1,1
Panorama Residences (Sentul),1750,Sentul,Condominium,3,1,2,1100,2,Kuala Lumpur,1,1,1
Sentul Point Suite Apartment,1500,Sentul,Apartment,3,1,2,850,1,Kuala Lumpur,1,1,1
Endah Ria,1550,Sri Petaling,Condominium,3,1,2,1417,2,Kuala Lumpur,0,0,1
Kepong Sentral Condominium,1100,Kepong,Condominium,3,1,2,650,1,Kuala Lumpur,1,1,1
PPA1M Metropolitan Kepong,1300,Kepong,Condominium,3,1,2,1200,1,Kuala Lumpur,1,1,1
Heritage Condominiun,1400,Setapak,Condominium,3,1,2,1200,2,Kuala Lumpur,1,1,1
Desa Villas,2500,Wangsa Maju,Condominium,4,1,2,1785,2,Kuala Lumpur,0,0,1
Maxim Citilights,1400,Sentul,Service Residence,3,2,2,1009,1,Kuala Lumpur,0,1,1
Bayu Andaman,1800,Sentul,Apartment,3,1,2,1000,2,Kuala Lumpur,0,1,1
Maxim Citilights,1400,Sentul,Service Residence,3,1,2,1009,1,Kuala Lumpur,0,1,1
One Maxim,1400,Sentul,Service Residence,3,1,2,820,1,Kuala Lumpur,0,0,1
TR Residence,2400,Titiwangsa,Service Residence,2,1,1,710,2,Kuala Lumpur,0,0,1
Emerald Hills,2280,Cheras,Service Residence,2,2,2,893,2,Kuala Lumpur,0,0,1
Platinum OUG Residence,1450,Kuchai Lama,Condominium,3,1,2,1200,1,Kuala Lumpur,1,0,1
Villa Orkid,2000,Segambut,Condominium,4,2,3,1893,1,Kuala Lumpur,1,1,1
The Henge Kepong,2200,Kepong,Condominium,3,2,2,1100,2,Kuala Lumpur,0,1,1
Bukit OUG Condominium,1250,Bukit Jalil,Condominium,3,1,2,775,1,Kuala Lumpur,1,1,1
Residensi Suria Pantai,2000,Pantai,Apartment,3,1,2,810,2,Kuala Lumpur,0,1,1
Ketumbar Heights,1100,Cheras,Condominium,3,1,2,755,1,Kuala Lumpur,1,1,1
The Herz,1900,Kepong,Apartment,3,2,2,1073,2,Kuala Lumpur,1,1,1
Viva Residency,1400,Jalan Ipoh,Condominium,2,1,2,840,1,Kuala Lumpur,1,0,1
PV9 Residences @ Taman Melati,1600,Setapak,Service Residence,3,1,2,850,1,Kuala Lumpur,1,0,1
Casa Kiara 2,3900,Mont Kiara,Condominium,3,2,3,1574,2,Kuala Lumpur,1,0,1
1 Petaling,1100,Sungai Besi,Condominium,3,1,2,904,1,Kuala Lumpur,1,1,1
Villa Angsana,1600,Jalan Ipoh,Condominium,3,1,2,1323,2,Kuala Lumpur,0,1,1
Villa Crystal,2000,Segambut,Condominium,3,2,2,1155,2,Kuala Lumpur,1,0,1
"SkyAwani 3 Residence, Setapak",1380,Setapak,Condominium,3,1,2,800,1,Kuala Lumpur,0,1,1
The Elements,1800,Ampang,Condominium,1,1,1,705,2,Kuala Lumpur,0,0,1
The Hipster @ Taman Desa,2400,Taman Desa,Condominium,3,2,2,950,2,Kuala Lumpur,1,1,1
Residensi Pandanmas 2,1350,Desa Pandan,Condominium,3,1,2,900,1,Kuala Lumpur,0,1,1
The Park Sky Residence @ Bukit Jalil City,2600,Bukit Jalil,Service Residence,3,2,2,1061,2,Kuala Lumpur,0,0,1
Eco Sky,2480,Jalan Ipoh,Service Residence,3,2,2,1087,2,Kuala Lumpur,1,1,1
Pangsapuri Cemara (Cheras),1300,Cheras,Apartment,3,1,2,750,1,Kuala Lumpur,1,1,1
One Maxim,1500,Sentul,Service Residence,3,1,2,820,1,Kuala Lumpur,0,0,1
The Hipster @ Taman Desa,1550,Taman Desa,Condominium,3,2,2,950,1,Kuala Lumpur,1,1,1
Sentul Point Suite Apartment,1500,Sentul,Apartment,3,1,2,850,1,Kuala Lumpur,0,1,1
The Centrina,1600,Sungai Besi,Service Residence,3,2,2,1121,1,Kuala Lumpur,1,1,1
The Capers,2000,Sentul,Service Residence,2,1,2,750,2,Kuala Lumpur,1,0,1
Residensi Pandanmas 2,1600,Desa Pandan,Condominium,3,1,2,900,2,Kuala Lumpur,0,1,1
Seri Cendekia,1300,Cheras,Condominium,3,1,2,968,2,Kuala Lumpur,1,0,1
Desa Cindaimas,1700,Old Klang Road,Condominium,4,2,3,1385,2,Kuala Lumpur,1,0,0
Residensi Desa Satumas,1600,Taman Desa,Condominium,3,1,2,850,1,Kuala Lumpur,1,0,1
The Hamstead,1350,Cheras,Condominium,3,2,2,1003,1,Kuala Lumpur,1,1,1
The Hamstead,1600,Cheras,Condominium,3,2,2,1003,1,Kuala Lumpur,1,1,1
Hijau Ria Kepong Indah,1400,Kepong,Condominium,3,1,2,950,1,Kuala Lumpur,0,0,1
PPA1M Metropolitan Kepong,1600,Kepong,Condominium,5,2,2,1500,2,Kuala Lumpur,0,1,1
Kiara Residence,2100,Bukit Jalil,Condominium,3,2,2,1200,2,Kuala Lumpur,1,1,1
Unio Residence,2100,Kepong,Apartment,2,2,2,872,2,Kuala Lumpur,1,1,1
Residensi Platinum OUG,750,KL Sentral,Service Residence,4,1,2,182,1,Kuala Lumpur,1,1,1
The Mark,1988,Cheras,Condominium,2,2,2,900,2,Kuala Lumpur,1,1,1
D'Sands Residence,2100,Old Klang Road,Service Residence,3,1,2,1100,2,Kuala Lumpur,0,1,1
The Mark,1488,Cheras,Condominium,1,2,1,600,2,Kuala Lumpur,1,1,1
Shamelin Bestari,1300,Pandan Jaya,Condominium,3,1,2,1060,0,Kuala Lumpur,1,1,1
Residensi Rampai II,1600,Setapak,Condominium,4,2,2,1000,0,Kuala Lumpur,0,0,1
The Holmes 2,1488,Cheras,Condominium,3,2,2,1000,1,Kuala Lumpur,1,1,1
Mutiara Ville @ Cyberjaya,1600,Cyberjaya,Condominium,3,2,2,1000,2,Selangor,0,1,1
i-Residence @ i-City,2300,Shah Alam,Service Residence,4,2,3,1260,1,Selangor,0,0,1
Lestari Apartment,500,Petaling Jaya,Apartment,3,1,2,650,0,Selangor,1,1,1
Impiria Residensi Bukit Tinggi Klang,2300,Klang,Service Residence,2,2,2,855,2,Selangor,1,1,1
Suria Jaya,1000,Shah Alam,Apartment,2,1,2,560,1,Selangor,1,1,1
Oakleaf Park,1000,Ampang,Condominium,3,1,2,850,1,Selangor,0,1,1
Kenwingston Square Garden,1250,Cyberjaya,Service Residence,1,1,1,450,2,Selangor,0,0,1
Suria Ixora,1300,Shah Alam,Apartment,3,2,2,700,2,Selangor,0,0,1
Cahaya Permai,1200,Seri Kembangan,Apartment,3,1,2,890,2,Selangor,1,1,0
Pacific Star,2100,Petaling Jaya,Other,1,1,1,650,2,Selangor,0,1,1
"Lavender Residence, Bandar Sungai Long",1100,Cheras,Condominium,3,2,2,1080,1,Selangor,1,1,1
Greenview Residence,1000,Kajang,Condominium,4,1,2,1366,0,Selangor,0,1,1
Greenview Residence,1000,Kajang,Condominium,4,1,2,1366,0,Selangor,0,1,1
Vista Millennium Condominiums,1000,Puchong,Condominium,3,1,2,970,1,Selangor,0,0,1
Pelangi Damansara,1250,Kota Damansara,Condominium,3,1,2,950,1,Selangor,0,1,1
Amara Service Residences,1000,Batu Caves,Service Residence,3,1,2,1012,0,Selangor,0,1,1
Desa Saujana,900,Seri Kembangan,Apartment,3,1,2,850,1,Selangor,0,0,1
Hillpark Residence,950,Semenyih,Service Residence,2,2,2,823,1,Selangor,0,0,1
Residensi Kajang Utama,1250,Kajang,Condominium,3,2,2,1040,2,Selangor,1,0,1
Symphony Heights (Simfoni Heights),1150,Batu Caves,Condominium,3,1,2,970,1,Selangor,1,1,1
Radia Bukit Jelutong,2500,Bukit Jelutong,Service Residence,3,2,2,1228,1,Selangor,0,0,0
Maple Residences,1600,Klang,Service Residence,3,2,2,863,2,Selangor,1,1,1
Rampai Idaman,600,Damansara Damai,Other,3,2,2,650,0,Selangor,1,1,1
Kompleks suria kinrara,850,Puchong,Apartment,3,1,2,712,0,Selangor,0,1,1
Kompleks suria kinrara,850,Puchong,Apartment,3,1,2,712,0,Selangor,0,0,1
The Arc @ Cyberjaya,1400,Cyberjaya,Service Residence,3,1,2,1050,2,Selangor,0,1,1
The Arc @ Cyberjaya,1300,Cyberjaya,Service Residence,3,1,2,975,2,Selangor,0,1,1
Mahkota Garden Residence Condominium,1600,Bandar Mahkota Cheras,Condominium,4,2,2,1400,2,Selangor,0,1,1
saujana apartment,700,Damansara Damai,Apartment,3,2,2,700,0,Selangor,1,1,1
Vista Alam Serviced Apartment,1700,Shah Alam,Service Residence,2,1,2,715,2,Selangor,1,1,1
3 Elements,1199,Seri Kembangan,Condominium,1,1,1,531,2,Selangor,1,1,1
D'rimba Damansara,1500,Kota Damansara,Condominium,3,1,2,1001,0,Selangor,1,1,1
Alanis @ Warisan Puteri,1400,Sepang,Service Residence,3,2,2,895,1,Selangor,0,0,1
BSP Skypark Serviced Residence,1300,Kuala Langat,Service Residence,3,2,2,1004,2,Selangor,0,1,1
The Domain @ NeoCyber,800,Cyberjaya,Service Residence,2,1,1,500,2,Selangor,0,1,1
Utropolis Urbano,1800,Shah Alam,Apartment,2,1,1,800,2,Selangor,0,1,1
The Arc @ Cyberjaya,1400,Cyberjaya,Service Residence,3,1,2,975,2,Selangor,1,1,1
Symphony Heights (Simfoni Heights),1200,Batu Caves,Condominium,3,1,2,950,0,Selangor,0,1,1
saujana apartment,950,Damansara Damai,Apartment,3,1,2,750,1,Selangor,0,0,1
Encorp Strand Residences,1450,Kota Damansara,Condominium,1,1,1,650,1,Selangor,1,0,1
Casa Tropika,1400,Puchong,Condominium,3,1,2,1006,1,Selangor,0,1,1
Koi Prima,1200,Puchong,Condominium,3,2,3,1098,1,Selangor,0,1,1
Astoria Ampang,850,Ampang,Service Residence,1,1,1,200,2,Selangor,0,1,1
Selayang Point,1600,Selayang,Condominium,3,2,2,1102,2,Selangor,0,1,1
Sri Putra II Apartment,650,Sungai Buloh,Apartment,3,1,2,650,1,Selangor,1,0,0
Icon City,2000,Petaling Jaya,Service Residence,2,1,1,627,2,Selangor,0,1,1
Green Villa Apartment,1000,Bangi,Apartment,3,1,2,895,1,Selangor,1,1,1
City of Green Condominium,1250,Seri Kembangan,Service Residence,3,2,2,1000,1,Selangor,1,0,1
Ivory Residence,1190,Kajang,Condominium,3,2,2,1288,1,Selangor,0,1,1
De Bayu Apartment,899,Setia Alam,Apartment,3,2,2,900,0,Selangor,0,1,1
The Zizz,1300,Damansara Damai,Service Residence,3,2,2,674,1,Selangor,1,1,1
The Greens (Residensi Hijauan) @ Subang West,1900,Shah Alam,Condominium,3,2,2,915,2,Selangor,0,1,1
V-Residensi 5,1500,Batu Caves,Service Residence,3,2,3,1200,1,Selangor,0,0,1
Putra 1,1300,Kajang,Apartment,3,2,2,1150,1,Selangor,0,0,1
The Arc @ Cyberjaya,1200,Cyberjaya,Service Residence,3,1,2,975,2,Selangor,0,1,1
Juta Mines,1200,Seri Kembangan,Condominium,3,2,2,1207,1,Selangor,1,1,1
Desa Impiana,1500,Puchong,Apartment,3,1,2,1000,2,Selangor,1,1,1
Pacific Place,2000,Ara Damansara,Service Residence,3,1,3,1323,1,Selangor,1,1,1
Vista Alam Serviced Apartment,1400,Shah Alam,Service Residence,1,1,1,700,1,Selangor,0,1,1
Icon Residenz @ Icon City,2000,Petaling Jaya,Service Residence,2,1,1,627,2,Selangor,0,1,1
Pandora @ Tropicana Metropark,1500,Subang Jaya,Condominium,1,1,1,599,2,Selangor,1,0,1
i-Suite @ i-City,1700,I-City,Service Residence,2,1,2,907,2,Selangor,1,1,1
AraTre' Residences,2200,Petaling Jaya,Service Residence,2,2,2,818,1,Selangor,1,0,1
Desaminium Flora,850,Seri Kembangan,Apartment,3,1,2,850,1,Selangor,1,0,1
Pangsapuri Sri Meranti,750,Bandar Sri Damansara,Apartment,3,1,2,650,1,Selangor,1,1,1
GAIA Residences,1400,Rawang,Apartment,2,2,1,640,1,Selangor,0,0,1
Ampang Putra Residency,2100,Ampang,Condominium,3,1,2,1290,2,Selangor,0,1,1
Empire Damansara,1200,Damansara Perdana,Service Residence,1,1,1,363,2,Selangor,1,0,1
Taman Sabha Impian,1000,Kajang,Apartment,3,2,2,900,0,Selangor,1,0,1
Empire Damansara,1050,Damansara Perdana,Service Residence,1,1,1,450,2,Selangor,1,0,1
Sky Condominium @ Bandar Puchong Jaya,3500,Puchong,Condominium,3,2,2,1668,2,Selangor,1,1,1
Vista Sungai Ramal,1200,Kajang,Apartment,3,2,2,1000,1,Selangor,1,1,1
Paragon @ Pan'gaea,1300,Cyberjaya,Service Residence,1,2,1,680,2,Selangor,0,1,1
Ukay Perdana,1550,Ampang,Apartment,3,1,2,728,1,Selangor,1,1,1
Bell Suites,1500,Sepang,Condominium,1,1,1,495,2,Selangor,0,1,1
Pangsapuri Damai Senja,999,Petaling Jaya,Apartment,3,1,2,811,1,Selangor,1,1,1
Selayang Point,1500,Selayang,Condominium,3,1,2,1102,1,Selangor,0,1,1
"Cheras Perdana Apartment Block D, E",850,Cheras,Apartment,3,1,2,867,0,Selangor,1,0,1
Amerin Residence,1700,Kajang,Service Residence,2,2,2,853,2,Selangor,1,1,1
Equine Residence,3500,Seri Kembangan,Service Residence,4,3,2,1266,2,Selangor,1,1,1
3 Elements,900,Seri Kembangan,Service Residence,1,1,1,531,1,Selangor,0,1,1
Spectrum Apartment,1600,Bandar Sunway,Apartment,3,1,2,1200,1,Selangor,0,1,1
D'Palma,1250,Puchong,Apartment,3,1,2,850,1,Selangor,1,0,1
Vista Alam Serviced Apartment,1150,Shah Alam,Service Residence,1,1,1,550,2,Selangor,0,1,1
Tamarind Suites @ Cyberjaya,1000,Cyberjaya,Other,1,1,1,450,2,Selangor,1,1,1
Garden Plaza @ Garden Residence,950,Cyberjaya,Service Residence,1,1,1,450,2,Selangor,1,1,1
Vista Bangi,1500,Kajang,Condominium,3,2,2,1000,0,Selangor,0,1,1
Calisa Residences,950,Puchong,Service Residence,3,1,2,883,0,Selangor,0,0,1
Kelompok Rajawali Apartment,1300,Bangi,Apartment,3,1,2,900,0,Selangor,0,0,1
Emira Residence @ Shah Alam,1800,Shah Alam,Service Residence,2,2,2,883,1,Selangor,1,1,1
LakeFront Residence,2500,Cyberjaya,Condominium,3,2,2,1390,2,Selangor,0,0,1
The Olive,1688,Sepang,Condominium,3,2,2,818,2,Selangor,1,0,1
Pangsapuri Miro,900,Kajang,Apartment,4,1,3,1250,1,Selangor,0,0,0
Residensi Adelia,1300,Kajang,Condominium,3,2,3,1082,1,Selangor,1,1,1
Seri Pegaga,1200,Shah Alam,Apartment,3,2,2,820,0,Selangor,0,1,1
Vista Alam Serviced Apartment,1200,Shah Alam,Service Residence,1,1,1,598,1,Selangor,1,1,1
Sri Dahlia Apartment,650,Puchong,Apartment,3,1,2,680,0,Selangor,1,1,1
Suria Jaya,900,Shah Alam,Apartment,1,1,2,450,1,Selangor,0,0,1
Kemuning Aman,1000,Shah Alam,Apartment,3,2,2,736,0,Selangor,0,0,1
Lakefront Homes @ Cyberjaya,1600,Cyberjaya,Condominium,3,1,2,1010,1,Selangor,0,0,1
Aster Residence Cheras,3000,360,Condominium,3,2,3,957,2,Selangor,1,0,1
Lakefront Homes @ Cyberjaya,1600,Cyberjaya,Condominium,3,2,2,1050,2,Selangor,1,0,1
Vesta View Apartment @ Taman Putra Impian,1050,Kajang,Apartment,3,2,3,1044,1,Selangor,1,1,1
Akasa Cheras South,1400,Seri Kembangan,Service Residence,2,2,2,850,1,Selangor,0,1,1
Impian Apartment,800,Damansara Damai,Apartment,3,1,2,675,0,Selangor,0,0,1
Sri Acappella Serviced Apartments,1600,Shah Alam,Service Residence,1,1,1,740,2,Selangor,1,1,1
Savanna Executive Suites,1100,Bangi,Service Residence,3,1,2,950,0,Selangor,1,0,1
Puncak Nusa Kelana,2000,Petaling Jaya,Condominium,3,1,2,1000,1,Selangor,1,1,1
Maple Residence (Klang),1300,Klang,Condominium,3,2,2,863,1,Selangor,0,0,0
Sentrovue,1000,Puncak Alam,Service Residence,3,1,2,920,2,Selangor,0,1,1
Taman Cheras Intan,1100,Cheras,Apartment,3,1,2,850,1,Selangor,0,1,1
Block A Pangsapuri Sunway Batu Caves,850,Batu Caves,Apartment,3,1,2,650,1,Selangor,1,0,1
Tiara ParkHomes,1100,Kajang,Condominium,3,2,2,1034,0,Selangor,0,0,1
Sutramas Apartment,1100,Puchong,Apartment,3,1,2,860,1,Selangor,1,0,1
Savanna Executive Suites,1100,Bangi,Service Residence,3,1,2,950,0,Selangor,0,0,1
Tamarind Suites @ Cyberjaya,1300,Cyberjaya,Other,1,1,1,450,2,Selangor,0,1,1
Ridzuan Condominium,1500,Bandar Sunway,Condominium,3,1,2,1192,1,Selangor,0,1,1
Sfera Residency,850,Seri Kembangan,Service Residence,1,1,1,500,1,Selangor,1,1,1
Selayang Point,1700,Selayang,Condominium,3,1,2,1200,2,Selangor,0,1,1
Desa Impiana,1500,Puchong,Apartment,3,1,2,1068,2,Selangor,0,1,1
"Selangorku PR1MA Lakefront Homes , Cyberjaya",1200,Sepang,Condominium,3,2,2,850,2,Selangor,0,1,1
Sfera Residency,1600,Seri Kembangan,Service Residence,3,2,2,1000,1,Selangor,1,1,1
Aman Heights,1200,Seri Kembangan,Condominium,3,1,2,1236,1,Selangor,0,1,1
Bandar Baru Bangi Seksyen 2,600,Bangi,Condominium,2,1,1,600,0,Selangor,1,1,1
Koi Kinrara,1700,Puchong,Condominium,3,1,2,1072,1,Selangor,1,1,1
Casa Tropika,1600,Puchong,Condominium,3,1,2,1006,2,Selangor,0,1,1
The Olive,1100,Sepang,Condominium,3,2,2,818,1,Selangor,1,0,1
Canopy Hills,600,Kajang,Condominium,2,1,1,600,0,Selangor,1,1,1
Aman Perdana Apartment,800,Kapar,Apartment,3,1,2,700,1,Selangor,0,0,0
Sri Kesidang Apartment,1300,Puchong,Apartment,3,1,2,850,2,Selangor,1,0,1
Koi Kinrara,1600,Puchong,Condominium,3,1,3,1405,1,Selangor,1,1,1
Ridzuan Condominium,1200,Bandar Sunway,Condominium,3,1,2,1192,0,Selangor,0,1,1
Brunsfield Riverview,1250,Shah Alam,Condominium,3,1,2,1000,1,Selangor,0,1,1
Impian Sentosa,1000,Klang,Apartment,3,1,2,850,1,Selangor,0,0,0
Putra Permai Type C (Balakong),1000,Balakong,Condominium,3,2,2,850,0,Selangor,1,1,1
Seri Mas (Seri Kembangan),1000,Seri Kembangan,Condominium,3,2,2,850,0,Selangor,1,1,1
The Trees Damansara,2500,Damansara Perdana,Condominium,3,2,2,1025,1,Selangor,0,0,1
Liberty Arc @ Ampang Ukay,1350,Ampang,Condominium,1,1,1,450,2,Selangor,0,1,1
Main Place Residence,1700,USJ,Service Residence,2,1,1,615,2,Selangor,1,1,0
Trio Permai,1050,Seri Kembangan,Service Residence,1,1,1,500,1,Selangor,1,1,1
Evo SOHO Suites @ Bandar Baru Bangi,1050,Bangi,Other,1,1,1,454,2,Selangor,1,1,1
Hyve,1000,Cyberjaya,Condominium,1,1,1,510,2,Selangor,1,1,1
The Olive,1300,Sepang,Condominium,3,2,2,818,1,Selangor,1,0,1
The Olive,1500,Sepang,Condominium,3,2,2,818,2,Selangor,1,0,1
Suria Court @ Bandar Mahkota Cheras,1100,Bandar Mahkota Cheras,Apartment,3,2,2,1066,1,Selangor,1,1,1
CyberSquare SOHO,1550,Cyberjaya,Condominium,2,2,2,775,2,Selangor,0,0,1
The Arc @ Cyberjaya,1300,Cyberjaya,Service Residence,3,1,2,913,2,Selangor,0,1,1
The Arc @ Cyberjaya,1200,Cyberjaya,Service Residence,3,1,2,913,2,Selangor,0,1,1
The Arc @ Cyberjaya,1100,Cyberjaya,Service Residence,3,1,2,913,1,Selangor,0,1,1
D'Cerrum Apartment,800,Semenyih,Apartment,3,2,2,950,0,Selangor,0,0,1
E-Mas Villa,1050,Sepang,Apartment,3,1,2,1008,1,Selangor,0,0,0
The Wharf Residence,1250,Puchong,Condominium,2,1,2,795,1,Selangor,0,0,1
Seri Mutiara Apartment @ Setia Alam,1500,Setia Alam,Apartment,2,1,2,1000,1,Selangor,0,0,0
Centrus SoHo 1 @ Cyberjaya,900,Cyberjaya,Condominium,1,1,1,450,1,Selangor,0,0,1
CyberSquare SOHO,1000,Cyberjaya,Condominium,1,1,1,450,2,Selangor,0,0,1
Springville Residence,1500,Seri Kembangan,Condominium,3,2,4,1053,1,Selangor,0,1,1
Vista Impiana,850,Seri Kembangan,Apartment,1,1,1,463,2,Selangor,0,1,1
Domain 5 Apartment,1400,Cyberjaya,Service Residence,3,1,1,580,2,Selangor,0,1,1
D'Kristal,1000,Semenyih,Apartment,3,1,2,810,1,Selangor,0,1,1
Ara Hill,3400,Petaling Jaya,Condominium,3,2,3,1610,2,Selangor,0,1,1
I Residence @ Kota Damansara,2500,Kota Damansara,Service Residence,3,2,2,1260,2,Selangor,1,0,1
Vista Alam Serviced Apartment,1700,Shah Alam,Service Residence,2,1,2,715,2,Selangor,0,1,1
Palm Spring @ Damansara,1400,Kota Damansara,Condominium,3,2,2,1000,2,Selangor,1,1,1
Seri Mutiara Apartment @ Setia Alam,1600,Setia Alam,Apartment,3,2,2,939,1,Selangor,0,0,1
Zefer Hill Residence,1600,Puchong,Condominium,3,2,3,1565,1,Selangor,0,1,1
Savanna Executive Suites,1500,Bangi,Service Residence,3,2,2,956,2,Selangor,0,0,1
Vina Versatile Homes @ Cheras,1800,Cheras,Condominium,4,2,4,1550,0,Selangor,0,1,1
Harmoni @ Eco Majestic,870,Semenyih,Apartment,3,2,2,900,0,Selangor,0,0,1
Gagah Apartment,1100,Cheras,Apartment,3,1,2,820,1,Selangor,0,0,1
Ehsan Residence @ Sepang,1700,Sepang,Condominium,3,1,2,1070,2,Selangor,1,1,1
Armanee Terrace I,1900,Petaling Jaya,Condominium,4,2,3,1670,2,Selangor,0,0,1
Alanis @ Warisan Puteri,1250,Sepang,Service Residence,2,2,1,646,1,Selangor,0,0,1
Goodview Heights,850,Kajang,Apartment,3,2,2,1045,1,Selangor,0,1,1
Flexis @ One South,1400,Seri Kembangan,Condominium,1,1,1,450,2,Selangor,1,1,1
Landmark Residence,1680,Kajang,Service Residence,3,2,2,1163,2,Selangor,1,1,1
Residensi Kajang Utama,1250,Kajang,Apartment,3,2,2,1023,2,Selangor,1,0,1
Green Terrain Prima Villa Detached Condo,1800,Cheras,Condominium,4,1,3,1368,1,Selangor,1,1,1
Lakefront Homes @ Cyberjaya,1450,Cyberjaya,Condominium,3,2,2,1450,2,Selangor,1,0,1
Residensi Kajang Utama,1050,Kajang,Apartment,3,2,2,1000,2,Selangor,0,1,1
Cyberia SmartHomes,1050,Cyberjaya,Condominium,3,1,2,950,1,Selangor,0,1,1
Pangsapuri Putra Impian (Bangi),1050,Bangi,Apartment,3,2,3,1044,1,Selangor,0,1,1
De Palma,1300,Setia Alam,Apartment,3,2,2,850,1,Selangor,0,0,1
Venice Hill,950,Cheras,Condominium,3,1,2,1500,0,Selangor,1,1,1
Kiara Plaza,1200,Semenyih,Service Residence,3,2,2,1097,2,Selangor,0,0,1
Seroja Apartment (Putra Perdana),950,Puchong,Apartment,3,1,2,750,1,Selangor,0,0,1
D'Cahaya Apartment,1050,Puchong,Apartment,3,1,2,950,1,Selangor,1,0,1
Canopy Hills,1300,Kajang,Condominium,2,1,1,590,1,Selangor,1,1,1
Sfera Residency,1800,Seri Kembangan,Service Residence,3,2,2,978,2,Selangor,1,1,1
Lagoon Perdana,850,Petaling Jaya,Apartment,3,1,2,850,1,Selangor,0,0,1
Eve Suite,1750,Ara Damansara,Service Residence,1,1,1,680,2,Selangor,1,0,1
Saville @ Kajang,1500,Kajang,Service Residence,3,3,2,1004,1,Selangor,0,0,1
Indera Subang,1850,Subang Jaya,Condominium,4,1,3,1500,1,Selangor,1,1,1
Suriamas,450,Bandar Sunway,Condominium,3,1,2,1240,2,Selangor,1,1,1
Calisa Residences,1300,Puchong,Service Residence,3,2,2,883,2,Selangor,1,0,0
Desa Saujana,1000,Seri Kembangan,Apartment,3,1,2,850,2,Selangor,0,1,1
Rista Villa Apartment,650,Puchong,Apartment,3,2,1,606,0,Selangor,0,0,1
Green Villa Apartment,950,Bangi,Apartment,3,1,2,955,0,Selangor,1,0,1
"Selangorku PR1MA Lakefront Homes , Cyberjaya",1150,Sepang,Condominium,3,2,2,850,1,Selangor,0,1,1
Ameera Residence,1100,Kajang,Condominium,3,2,2,1250,0,Selangor,1,0,1
Pangsapuri Setia Impian,750,Kajang,Apartment,3,2,2,1300,1,Selangor,0,0,1
Paragon @ Pan'gaea,1200,Cyberjaya,Service Residence,1,2,1,675,2,Selangor,0,1,1
Tropicana City Tropics,1800,Petaling Jaya,Service Residence,2,1,2,600,2,Selangor,1,1,1
Vista Alam Serviced Apartment,1100,Shah Alam,Service Residence,1,1,1,500,1,Selangor,0,1,1
Sri Camellia (Sepakat Indah),1000,Kajang,Apartment,3,2,2,1206,2,Selangor,0,1,1
LBS Skylake Residence,2500,Puchong,Service Residence,3,1,2,1050,1,Selangor,0,0,1
"Lavender Residence, Bandar Sungai Long",950,Cheras,Condominium,3,2,2,1080,1,Selangor,0,1,1
Almyra Residences,1150,Bangi,Condominium,3,2,2,969,1,Selangor,0,1,1
Kita impian apartment Cybersouth,900,Cyberjaya,Apartment,2,2,1,552,1,Selangor,0,1,1
